201549,Petra Martic,F,CRO,181.0,R,1990
204427,Sara Sorribes Tormo,F,ESP,176.0,R,1996
201465,Kirsten Flipkens,F,BEL,165.0,R,1986
201499,Anastasia Pavlyuchenkova,F,RUS,177.0,R,1991
201590,Alison Riske,F,USA,173.0,R,1990
201504,Julia Goerges,F,GER,180.0,R,1989
203500,Sachia Vickery,F,USA,Null,R,1995
204434,Ysaline Bonaventure,F,BEL,Null,L,1994
201614,Caroline Garcia,F,FRA,177.0,R,1993
211316,Jessika Ponchet,F,FRA,Null,U,1996
211651,Paula Badosa,F,ESP,180.0,R,1997
206242,Beatriz Haddad Maia,F,BRA,Null,L,1996
201555,Polona Hercog,F,SLO,182.0,R,1990
132283,Lorenzo Sonego,M,ITA,191.0,R,1995
126652,Jay Clarke,M,GBR,Null,R,1998
105216,Yuichi Sugita,M,JPN,173.0,R,1988
105841,Lorenzo Giustino,M,ITA,Null,R,1991
200095,Nicola Kuhn,M,ESP,Null,R,2000
105963,Arthur De Greef,M,BEL,Null,R,1992
144895,Corentin Moutet,M,FRA,178.0,L,1999
124079,Pedro Martinez,Null,ESP,Null,R,1997
104873,Aleksandr Nedovyesov,M,KAZ,Null,R,1987
126845,Max Purcell,M,AUS,Null,R,1998
105585,Ze Zhang,M,CHN,Null,R,1991
109303,Stefano Napolitano,M,ITA,Null,R,1995
106390,Matteo Donati,M,ITA,Null,R,1995
134868,Tallon Griekspoor,M,NED,Null,R,1996
123755,Daniel Elahi Galan,Null,COL,191.0,R,1996
126205,Tommy Paul,M,USA,185.0,R,1997
106232,Roberto Cid,M,DOM,Null,R,1993
200514,Jurij Rodionov,M,AUT,Null,L,1999
122330,Alexander Bublik,M,KAZ,196.0,R,1997
104297,Rogerio Dutra Silva,M,BRA,178.0,R,1985
134770,Casper Ruud,M,NOR,183.0,R,1998
104735,Tobias Kamke,M,GER,180.0,R,1986
105487,Facundo Bagnis,M,ARG,183.0,L,1990
106249,Joao Domingues,M,POR,Null,R,1993
106005,Constant Lestienne,M,FRA,Null,R,1992
105634,Viktor Galovic,M,ITA,Null,R,1990
105782,Enrique Lopez Perez,M,ESP,Null,R,1993
105385,Donald Young,M,USA,183.0,L,1989
